y,m,d,t,Incremental Generation Energy (kWh),Incremental Building Demand (kWh),Incremental Insolation (kWh/M^2),Last Generation Energy (kWh),Last Insolation (kWh/M^2),Average Generation Power (kW),Average Irradiance (W/M^2),Average Ambient Temperature (C),Average Cell Temperature (C)
2012,12,8,21:00,-0.246,null,null,459416.641,null,-0.248,null,null,null
2012,12,8,22:00,-0.245,null,null,459416.396,null,-0.25,null,null,null
2012,12,8,23:00,-0.259,null,null,459416.137,null,-0.24,null,null,null
2012,12,9,00:00,-0.246,null,null,459415.891,null,-0.248,null,null,null
2012,12,9,01:00,-0.257,null,null,459415.634,null,-0.243,null,null,null
2012,12,9,02:00,-0.246,null,null,459415.388,null,-0.235,null,null,null
2012,12,9,03:00,-0.246,null,null,459415.142,null,-0.247,null,null,null
2012,12,9,04:00,-0.245,null,null,459414.897,null,-0.255,null,null,null
2012,12,9,05:00,-0.247,null,null,459414.65,null,-0.247,null,null,null
2012,12,9,06:00,-0.257,null,null,459414.393,null,-0.248,null,null,null
2012,12,9,07:00,0.256,null,null,459414.649,null,0.26,null,null,null
2012,12,9,08:00,4.961,null,null,459419.61,null,5.085,null,null,null
2012,12,9,09:00,32.417,null,null,459452.027,null,32.495,null,null,null
2012,12,9,10:00,43.526,null,null,459495.553,null,43.6,null,null,null
2012,12,9,11:00,57.769,null,null,459553.322,null,57.632,null,null,null
2012,12,9,12:00,59.568,null,null,459612.89,null,59.257,null,null,null
2012,12,9,13:00,39.544,null,null,459652.434,null,39.412,null,null,null
2012,12,9,14:00,46.987,null,null,459699.421,null,46.553,null,null,null
2012,12,9,15:00,25.774,null,null,459725.195,null,25.503,null,null,null
2012,12,9,16:00,8.549,null,null,459733.744,null,8.453,null,null,null
2012,12,9,17:00,0.401,null,null,459734.145,null,0.375,null,null,null
2012,12,9,18:00,-0.247,null,null,459733.898,null,-0.258,null,null,null
2012,12,9,19:00,-0.248,null,null,459733.65,null,-0.248,null,null,null
2012,12,9,20:00,-0.258,null,null,459733.392,null,-0.249,null,null,null
2012,12,9,21:00,-0.246,null,null,459733.146,null,-0.255,null,null,null
2012,12,9,22:00,-0.246,null,null,459732.9,null,-0.241,null,null,null
2012,12,9,23:00,-0.246,null,null,459732.654,null,-0.252,null,null,null
2012,12,10,00:00,-0.245,null,null,459732.409,null,-0.245,null,null,null
2012,12,10,01:00,-0.259,null,null,459732.15,null,-0.243,null,null,null
2012,12,10,02:00,-0.245,null,null,459731.905,null,-0.237,null,null,null
2012,12,10,03:00,-0.258,null,null,459731.647,null,-0.233,null,null,null
2012,12,10,04:00,-0.246,null,null,459731.401,null,-0.253,null,null,null
2012,12,10,05:00,-0.246,null,null,459731.155,null,-0.255,null,null,null
2012,12,10,06:00,-0.24,null,null,459730.915,null,-0.237,null,null,null
2012,12,10,07:00,0.959,null,null,459731.874,null,0.997,null,null,null
2012,12,10,08:00,7.508,null,null,459739.382,null,7.547,null,null,null
2012,12,10,09:00,27.406,null,null,459766.788,null,27.728,null,null,null
2012,12,10,10:00,35.184,null,null,459801.972,null,35.21,null,null,null
2012,12,10,11:00,40.367,null,null,459842.339,null,40.393,null,null,null
2012,12,10,12:00,25.761,null,null,459868.1,null,25.69,null,null,null
2012,12,10,13:00,14.227,null,null,459882.327,null,14.258,null,null,null
2012,12,10,14:00,10.245,null,null,459892.572,null,10.182,null,null,null
2012,12,10,15:00,7.449,null,null,459900.021,null,7.405,null,null,null
2012,12,10,16:00,1.741,null,null,459901.762,null,1.67,null,null,null
2012,12,10,17:00,-0.341,null,null,459901.421,null,-0.328,null,null,null
2012,12,10,18:00,-0.246,null,null,459901.175,null,-0.237,null,null,null
2012,12,10,19:00,-0.257,null,null,459900.918,null,-0.253,null,null,null
2012,12,10,20:00,-0.258,null,null,459900.66,null,-0.24,null,null,null
2012,12,10,21:00,-0.246,null,null,459900.414,null,-0.239,null,null,null
2012,12,10,22:00,-0.247,null,null,459900.167,null,-0.262,null,null,null
2012,12,10,23:00,-0.246,null,null,459899.921,null,-0.253,null,null,null
2012,12,11,00:00,-0.246,null,null,459899.675,null,-0.238,null,null,null
2012,12,11,01:00,-0.246,null,null,459899.429,null,-0.255,null,null,null
2012,12,11,02:00,-0.258,null,null,459899.171,null,-0.253,null,null,null
2012,12,11,03:00,-0.246,null,null,459898.925,null,-0.248,null,null,null
2012,12,11,04:00,-0.246,null,null,459898.679,null,-0.258,null,null,null
2012,12,11,05:00,-0.246,null,null,459898.433,null,-0.252,null,null,null
2012,12,11,06:00,-0.258,null,null,459898.175,null,-0.243,null,null,null
2012,12,11,07:00,0.854,null,null,459899.029,null,0.903,null,null,null
2012,12,11,08:00,4.551,null,null,459903.58,null,4.6,null,null,null
2012,12,11,09:00,12.312,null,null,459915.892,null,12.46,null,null,null
2012,12,11,10:00,40.252,null,null,459956.144,null,41.148,null,null,null
2012,12,11,11:00,59.784,null,null,460015.928,null,59.097,null,null,null
2012,12,11,12:00,30.965,null,null,460046.893,null,31.785,null,null,null
2012,12,11,13:00,30.77,null,null,460077.663,null,30.573,null,null,null
2012,12,11,14:00,21.48,null,null,460099.143,null,21.009,null,null,null
2012,12,11,15:00,2.949,null,null,460102.092,null,13.592,null,null,null
